jersey_number,name,team,home,pos,g,a,p,pim,ts,+/-,tot,shf,avg,ts_1,tot_1,ts_2,tot_2,ts_3,tot_3,statistics_url,game_url,ts_4,tot_4
9,HENAUER Mika,SUI,True,D,0,0,0,2,3,0.0,14:43,27.0,0:32,0,4:11,3,5:56,0,4:36,https://www.iihf.com//en/events/2020/wm20/gamecenter/statistics/9610/1-sui-vs-kaz,https://www.iihf.com//en/events/2020/wm20/gamecenter/playbyplay/9610/1-sui-vs-kaz,,
14,SCHMID Sandro,SUI,True,F,0,0,0,0,1,1.0,15:47,33.0,0:28,0,5:13,1,4:47,0,5:47,https://www.iihf.com//en/events/2020/wm20/gamecenter/statistics/9610/1-sui-vs-kaz,https://www.iihf.com//en/events/2020/wm20/gamecenter/playbyplay/9610/1-sui-vs-kaz,,
21,BERNI Tim,SUI,True,D,0,1,1,0,1,0.0,22:47,43.0,0:31,1,7:03,0,7:38,0,8:06,https://www.iihf.com//en/events/2020/wm20/gamecenter/statistics/9610/1-sui-vs-kaz,https://www.iihf.com//en/events/2020/wm20/gamecenter/playbyplay/9610/1-sui-vs-kaz,,
25,SOPA Kyen,SUI,True,F,0,1,1,4,0,1.0,12:17,31.0,0:23,0,5:16,0,2:27,0,4:34,https://www.iihf.com//en/events/2020/wm20/gamecenter/statistics/9610/1-sui-vs-kaz,https://www.iihf.com//en/events/2020/wm20/gamecenter/playbyplay/9610/1-sui-vs-kaz,,
28,WETTER Gian-Marco,SUI,True,F,1,0,1,0,3,1.0,15:32,31.0,0:30,2,6:34,0,4:32,1,4:26,https://www.iihf.com//en/events/2020/wm20/gamecenter/statistics/9610/1-sui-vs-kaz,https://www.iihf.com//en/events/2020/wm20/gamecenter/playbyplay/9610/1-sui-vs-kaz,,
8,MOSER Janis,SUI,True,D,0,1,1,0,2,-1.0,21:04,42.0,0:30,1,8:03,0,6:15,1,6:46,https://www.iihf.com//en/events/2020/wm20/gamecenter/statistics/9610/1-sui-vs-kaz,https://www.iihf.com//en/events/2020/wm20/gamecenter/playbyplay/9610/1-sui-vs-kaz,,
13,VERBOON Matthew,SUI,True,F,2,0,2,0,2,1.0,16:40,26.0,0:38,1,5:03,0,5:48,1,5:49,https://www.iihf.com//en/events/2020/wm20/gamecenter/statistics/9610/1-sui-vs-kaz,https://www.iihf.com//en/events/2020/wm20/gamecenter/playbyplay/9610/1-sui-vs-kaz,,
16,GROSS Nico,SUI,True,D,0,0,0,2,3,-1.0,11:54,20.0,0:35,1,5:30,0,4:08,2,2:16,https://www.iihf.com//en/events/2020/wm20/gamecenter/statistics/9610/1-sui-vs-kaz,https://www.iihf.com//en/events/2020/wm20/gamecenter/playbyplay/9610/1-sui-vs-kaz,,
18,NUSSBAUMER Valentin,SUI,True,F,0,1,1,0,1,0.0,19:47,32.0,0:37,1,7:13,0,5:49,0,6:45,https://www.iihf.com//en/events/2020/wm20/gamecenter/statistics/9610/1-sui-vs-kaz,https://www.iihf.com//en/events/2020/wm20/gamecenter/playbyplay/9610/1-sui-vs-kaz,,
27,KOHLER Gilian,SUI,True,F,0,0,0,0,2,0.0,16:08,27.0,0:35,0,5:35,1,5:32,1,5:01,https://www.iihf.com//en/events/2020/wm20/gamecenter/statistics/9610/1-sui-vs-kaz,https://www.iihf.com//en/events/2020/wm20/gamecenter/playbyplay/9610/1-sui-vs-kaz,,
11,GERBER Jeremi,SUI,True,F,1,0,1,0,3,-1.0,10:54,19.0,0:34,2,4:06,1,5:01,0,1:47,https://www.iihf.com//en/events/2020/wm20/gamecenter/statistics/9610/1-sui-vs-kaz,https://www.iihf.com//en/events/2020/wm20/gamecenter/playbyplay/9610/1-sui-vs-kaz,,
12,PEZZULLO Rocco,SUI,True,D,0,0,0,0,1,2.0,12:36,22.0,0:34,1,3:50,0,4:06,0,4:40,https://www.iihf.com//en/events/2020/wm20/gamecenter/statistics/9610/1-sui-vs-kaz,https://www.iihf.com//en/events/2020/wm20/gamecenter/playbyplay/9610/1-sui-vs-kaz,,
15,KNAK Simon,SUI,True,F,0,0,0,0,3,0.0,14:22,25.0,0:34,1,3:12,1,5:19,1,5:51,https://www.iihf.com//en/events/2020/wm20/gamecenter/statistics/9610/1-sui-vs-kaz,https://www.iihf.com//en/events/2020/wm20/gamecenter/playbyplay/9610/1-sui-vs-kaz,,
