jersey_number,name,team,home,pos,g,a,p,pim,ts,+/-,tot,shf,avg,ts_1,tot_1,ts_2,tot_2,ts_3,tot_3,statistics_url,game_url,ts_4,tot_4
5,CHANTON Giancarlo,SUI,True,D,0,0,0,0,0,-1.0,13:27,23.0,0:35,0,4:55,0,4:10,0,4:22,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
8,KNAK Simon,SUI,True,F,0,0,0,0,8,0.0,20:46,32.0,0:38,0,6:41,4,5:42,4,8:23,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
14,CANONICA Lorenzo,SUI,True,F,0,0,0,0,3,0.0,16:32,24.0,0:41,0,5:15,2,5:14,1,6:03,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
18,BARAGANO Inaki,SUI,True,D,0,0,0,0,3,-1.0,16:38,30.0,0:33,1,4:43,0,5:01,2,6:54,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
20,BOTTINI Stefano,SUI,True,F,0,0,0,0,0,0.0,14:59,20.0,0:44,0,5:52,0,5:15,0,3:52,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
9,BIASCA Attilio,SUI,True,F,0,0,0,0,0,0.0,12:34,19.0,0:39,0,4:03,0,4:00,0,4:31,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
12,ALLENSPACH Dario,SUI,True,F,0,0,0,2,0,0.0,14:41,24.0,0:36,0,3:38,0,4:42,0,6:21,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
23,FIEDLER Cedric,SUI,True,D,0,0,0,2,0,0.0,16:36,30.0,0:33,0,6:56,0,5:35,0,4:05,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
24,MEIER Noah,SUI,True,D,0,0,0,0,1,0.0,15:16,26.0,0:35,0,4:25,0,3:11,1,7:40,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
28,FUST Raymond,SUI,True,F,0,0,0,2,2,0.0,14:19,23.0,0:37,1,3:40,0,4:11,1,6:28,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
10,SCHLAEPFER Elvis,SUI,True,F,0,0,0,0,0,-1.0,19:14,26.0,0:44,0,6:46,0,7:27,0,5:01,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
11,MARCHAND Lionel,SUI,True,F,0,0,0,0,5,-1.0,13:51,21.0,0:39,1,4:37,2,5:33,2,3:41,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
13,HOFER Valentin,SUI,True,F,0,0,0,0,0,0.0,15:19,22.0,0:41,0,5:25,0,5:22,0,4:32,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
21,VOUARDOUX Nathan,SUI,True,D,0,0,0,2,1,0.0,15:12,21.0,0:43,0,5:10,1,6:10,0,3:52,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
26,PEZZULLO Rocco,SUI,True,D,0,0,0,0,2,0.0,16:20,21.0,0:46,0,5:11,1,4:43,1,6:26,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
2,GUGGENHEIM Bastian,SUI,True,D,0,0,0,0,0,0.0,13:32,21.0,0:38,0,5:13,0,5:44,0,2:35,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
4,DELEMONT Noah,SUI,True,D,0,0,0,2,1,0.0,9:02,14.0,0:38,0,2:36,0,4:16,1,2:10,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
15,DAEHLER Ronny,SUI,True,F,0,0,0,0,1,0.0,12:47,21.0,0:36,1,3:44,0,3:50,0,5:13,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
19,DERUNGS Keanu,SUI,True,F,0,0,0,2,1,0.0,7:36,11.0,0:41,1,1:51,0,2:18,0,3:27,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
27,JOBIN Gaetan,SUI,True,F,0,0,0,0,0,-1.0,8:37,15.0,0:34,0,2:11,0,3:46,0,2:40,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
1,PATENAUDE Noah,SUI,True,GK,0,0,0,0,0,,,,,0,,0,,0,,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
29,FATTON Thibault,SUI,True,GK,0,0,0,0,0,,,,,0,,0,,0,,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
4,MUDRAK David,SVK,False,D,0,0,0,2,4,0.0,17:26,26.0,0:40,0,4:04,3,4:30,1,8:52,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
9,FAITH Roman,SVK,False,F,1,0,1,0,1,1.0,13:35,19.0,0:42,0,4:22,0,5:12,1,4:01,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
19,JELLUS Simon,SVK,False,F,0,0,0,0,1,1.0,13:59,21.0,0:39,0,5:30,0,4:11,1,4:18,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
24,GOLIAN Andrej,SVK,False,D,0,0,0,0,1,0.0,17:09,30.0,0:34,0,4:08,0,6:56,1,6:05,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
25,MRAZIK Michal,SVK,False,F,0,1,1,0,3,1.0,15:06,21.0,0:43,1,4:51,1,5:43,1,4:32,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
3,BECAR Simon,SVK,False,D,0,0,0,0,1,0.0,17:26,25.0,0:41,1,5:41,0,5:38,0,6:07,https://www.iihf.com//en/events/2021/wm20/gamecenter/statistics/22716/1-sui-vs-svk,https://www.iihf.com//en/events/2021/wm20/gamecenter/playbyplay/22716/1-sui-vs-svk,,
