jersey_number,name,team,home,pos,g,a,p,pim,ts,+/-,tot,shf,avg,ts_1,tot_1,ts_2,tot_2,ts_3,tot_3,statistics_url,game_url,ts_4,tot_4,ts_5,tot_5
25,GRIGORENKO Mikhail,ROC,True,F,0,0,0,0,2,0.0,16:02,25.0,0:38,1,5:28,0,5:05,1,5:29,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/statistics/28593/1-roc-vs-sui,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/playbyplay/28593/1-roc-vs-sui,,,,
57,NIKISHIN Alexander,ROC,True,D,0,0,0,2,1,1.0,19:27,32.0,0:36,1,7:04,0,5:45,0,6:38,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/statistics/28593/1-roc-vs-sui,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/playbyplay/28593/1-roc-vs-sui,,,,
87,SHIPACHYOV Vadim,ROC,True,F,0,0,0,0,2,0.0,18:00,27.0,0:40,0,5:32,2,4:55,0,7:33,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/statistics/28593/1-roc-vs-sui,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/playbyplay/28593/1-roc-vs-sui,,,,
89,NESTEROV Nikita,ROC,True,D,0,0,0,0,2,1.0,19:48,32.0,0:37,0,7:31,2,5:38,0,6:39,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/statistics/28593/1-roc-vs-sui,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/playbyplay/28593/1-roc-vs-sui,,,,
97,GUSEV Nikita,ROC,True,F,0,0,0,2,4,0.0,17:08,24.0,0:42,0,5:26,2,5:41,2,6:01,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/statistics/28593/1-roc-vs-sui,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/playbyplay/28593/1-roc-vs-sui,,,,
4,YELESIN Alexander,ROC,True,D,0,0,0,0,1,0.0,21:08,30.0,0:42,1,6:40,0,7:06,0,7:22,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/statistics/28593/1-roc-vs-sui,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/playbyplay/28593/1-roc-vs-sui,,,,
22,GALIEV Stanislav,ROC,True,F,0,0,0,2,1,0.0,11:57,21.0,0:34,0,3:50,0,4:46,1,3:21,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/statistics/28593/1-roc-vs-sui,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/playbyplay/28593/1-roc-vs-sui,,,,
44,YAKOVLEV Yegor,ROC,True,D,0,0,0,0,2,0.0,21:58,31.0,0:42,1,6:17,0,8:45,1,6:56,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/statistics/28593/1-roc-vs-sui,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/playbyplay/28593/1-roc-vs-sui,,,,
81,GRITSYUK Arseni,ROC,True,F,0,0,0,0,3,1.0,11:32,18.0,0:38,0,3:58,0,4:21,3,3:13,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/statistics/28593/1-roc-vs-sui,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/playbyplay/28593/1-roc-vs-sui,,,,
94,SEMYONOV Kirill,ROC,True,F,0,1,1,0,0,1.0,16:27,26.0,0:37,0,5:58,0,5:22,0,5:07,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/statistics/28593/1-roc-vs-sui,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/playbyplay/28593/1-roc-vs-sui,,,,
7,TELEGIN Sergei,ROC,True,D,0,0,0,0,0,0.0,7:52,15.0,0:31,0,2:42,0,2:49,0,2:21,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/statistics/28593/1-roc-vs-sui,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/playbyplay/28593/1-roc-vs-sui,,,,
10,VORONKOV Dmitri,ROC,True,F,0,0,0,2,4,0.0,13:49,22.0,0:37,1,4:16,1,4:28,2,5:05,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/statistics/28593/1-roc-vs-sui,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/playbyplay/28593/1-roc-vs-sui,,,,
15,KARNAUKHOV Pavel,ROC,True,F,0,0,0,2,1,0.0,15:11,26.0,0:35,0,4:58,1,4:43,0,5:30,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/statistics/28593/1-roc-vs-sui,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/playbyplay/28593/1-roc-vs-sui,,,,
27,VOINOV Vyacheslav,ROC,True,D,0,0,0,0,1,0.0,16:23,33.0,0:29,1,6:22,0,4:40,0,5:21,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/statistics/28593/1-roc-vs-sui,https://www.iihf.com//en/events/2022/olympic-m/gamecenter/playbyplay/28593/1-roc-vs-sui,,,,
