jersey_number,name,team,home,pos,g,a,p,pim,ts,+/-,tot,shf,avg,ts_1,tot_1,ts_2,tot_2,ts_3,tot_3,statistics_url,game_url,ts_4,tot_4,ts_5,tot_5
7,ENGEBRATEN Sander,NOR,True,D,0,0,0,0,2,-1.0,0:00,0.0,0:00,0,0:00,1,0:00,1,0:00,https://www.iihf.com//en/events/2020/wm20ia/gamecenter/statistics/14512/1-nor-vs-slo,https://www.iihf.com//en/events/2020/wm20ia/gamecenter/playbyplay/14512/1-nor-vs-slo,,,,
9,LILLEBERG Emil,NOR,True,D,0,1,1,0,0,1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,https://www.iihf.com//en/events/2020/wm20ia/gamecenter/statistics/14512/1-nor-vs-slo,https://www.iihf.com//en/events/2020/wm20ia/gamecenter/playbyplay/14512/1-nor-vs-slo,,,,
18,SPABERG OLSEN Calle,NOR,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,https://www.iihf.com//en/events/2020/wm20ia/gamecenter/statistics/14512/1-nor-vs-slo,https://www.iihf.com//en/events/2020/wm20ia/gamecenter/playbyplay/14512/1-nor-vs-slo,,,,
22,LOKKEBERG Trym,NOR,True,F,0,1,1,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,https://www.iihf.com//en/events/2020/wm20ia/gamecenter/statistics/14512/1-nor-vs-slo,https://www.iihf.com//en/events/2020/wm20ia/gamecenter/playbyplay/14512/1-nor-vs-slo,,,,
24,HERMANSSON Jonathan,NOR,True,F,1,0,1,0,2,1.0,0:00,0.0,0:00,0,0:00,2,0:00,0,0:00,https://www.iihf.com//en/events/2020/wm20ia/gamecenter/statistics/14512/1-nor-vs-slo,https://www.iihf.com//en/events/2020/wm20ia/gamecenter/playbyplay/14512/1-nor-vs-slo,,,,
2,RONNINGEN Sverre,NOR,True,D,0,0,0,0,2,2.0,0:00,0.0,0:00,1,0:00,0,0:00,1,0:00,https://www.iihf.com//en/events/2020/wm20ia/gamecenter/statistics/14512/1-nor-vs-slo,https://www.iihf.com//en/events/2020/wm20ia/gamecenter/playbyplay/14512/1-nor-vs-slo,,,,
4,MIKKELSEN Markus,NOR,True,D,0,1,1,2,3,3.0,0:00,0.0,0:00,1,0:00,2,0:00,0,0:00,https://www.iihf.com//en/events/2020/wm20ia/gamecenter/statistics/14512/1-nor-vs-slo,https://www.iihf.com//en/events/2020/wm20ia/gamecenter/playbyplay/14512/1-nor-vs-slo,,,,
11,HAFSMOE Jonathan,NOR,True,F,0,1,1,0,1,2.0,0:00,0.0,0:00,0,0:00,1,0:00,0,0:00,https://www.iihf.com//en/events/2020/wm20ia/gamecenter/statistics/14512/1-nor-vs-slo,https://www.iihf.com//en/events/2020/wm20ia/gamecenter/playbyplay/14512/1-nor-vs-slo,,,,
19,FINSTAD Pontus,NOR,True,F,2,1,3,0,2,2.0,0:00,0.0,0:00,0,0:00,2,0:00,0,0:00,https://www.iihf.com//en/events/2020/wm20ia/gamecenter/statistics/14512/1-nor-vs-slo,https://www.iihf.com//en/events/2020/wm20ia/gamecenter/playbyplay/14512/1-nor-vs-slo,,,,
23,RODNE Lars Christian,NOR,True,F,1,2,3,0,4,2.0,0:00,0.0,0:00,2,0:00,1,0:00,1,0:00,https://www.iihf.com//en/events/2020/wm20ia/gamecenter/statistics/14512/1-nor-vs-slo,https://www.iihf.com//en/events/2020/wm20ia/gamecenter/playbyplay/14512/1-nor-vs-slo,,,,
