jersey_number,name,team,home,pos,g,a,p,pim,ts,+/-,tot,shf,avg,ts_1,tot_1,ts_2,tot_2,ts_3,tot_3,statistics_url,game_url,ts_4,tot_4,ts_5,tot_5
8,GALLET Hugo,FRA,True,D,0,0,0,0,0,1.0,20:44,29.0,0:42,0,6:16,0,8:36,0,5:52,https://www.iihf.com//en/events/2022/wm/gamecenter/statistics/27200/1-fra-vs-svk,https://www.iihf.com//en/events/2022/wm/gamecenter/playbyplay/27200/1-fra-vs-svk,,,,
9,FLEURY Damien,FRA,True,F,0,0,0,0,1,-1.0,16:45,20.0,0:50,0,6:07,1,5:25,0,5:13,https://www.iihf.com//en/events/2022/wm/gamecenter/statistics/27200/1-fra-vs-svk,https://www.iihf.com//en/events/2022/wm/gamecenter/playbyplay/27200/1-fra-vs-svk,,,,
18,AUVITU Yohann,FRA,True,D,0,1,1,0,0,1.0,24:18,32.0,0:45,0,7:01,0,9:02,0,8:15,https://www.iihf.com//en/events/2022/wm/gamecenter/statistics/27200/1-fra-vs-svk,https://www.iihf.com//en/events/2022/wm/gamecenter/playbyplay/27200/1-fra-vs-svk,,,,
42,TEXIER Alexandre,FRA,True,F,0,0,0,0,4,-1.0,18:36,23.0,0:48,0,6:22,1,6:14,3,6:00,https://www.iihf.com//en/events/2022/wm/gamecenter/statistics/27200/1-fra-vs-svk,https://www.iihf.com//en/events/2022/wm/gamecenter/playbyplay/27200/1-fra-vs-svk,,,,
94,BOZON Tim,FRA,True,F,0,0,0,0,0,-1.0,18:55,23.0,0:49,0,6:42,0,6:16,0,5:57,https://www.iihf.com//en/events/2022/wm/gamecenter/statistics/27200/1-fra-vs-svk,https://www.iihf.com//en/events/2022/wm/gamecenter/playbyplay/27200/1-fra-vs-svk,,,,
3,BERTRAND Charles,FRA,True,F,0,0,0,2,1,0.0,12:09,16.0,0:45,0,4:23,1,3:58,0,3:48,https://www.iihf.com//en/events/2022/wm/gamecenter/statistics/27200/1-fra-vs-svk,https://www.iihf.com//en/events/2022/wm/gamecenter/playbyplay/27200/1-fra-vs-svk,,,,
12,CLAIREAUX Valentin,FRA,True,F,0,1,1,2,0,0.0,15:37,24.0,0:39,0,5:07,0,4:11,0,6:19,https://www.iihf.com//en/events/2022/wm/gamecenter/statistics/27200/1-fra-vs-svk,https://www.iihf.com//en/events/2022/wm/gamecenter/playbyplay/27200/1-fra-vs-svk,,,,
26,BAULT Romain,FRA,True,D,0,0,0,0,1,-1.0,13:28,18.0,0:44,1,5:58,0,5:03,0,2:27,https://www.iihf.com//en/events/2022/wm/gamecenter/statistics/27200/1-fra-vs-svk,https://www.iihf.com//en/events/2022/wm/gamecenter/playbyplay/27200/1-fra-vs-svk,,,,
62,CHAKIACHVILI Florian,FRA,True,D,0,0,0,0,0,-2.0,18:54,25.0,0:45,0,6:05,0,5:55,0,6:54,https://www.iihf.com//en/events/2022/wm/gamecenter/statistics/27200/1-fra-vs-svk,https://www.iihf.com//en/events/2022/wm/gamecenter/playbyplay/27200/1-fra-vs-svk,,,,
72,PERRET Jordann,FRA,True,F,1,0,1,0,3,0.0,15:26,21.0,0:44,1,5:31,1,4:03,1,5:52,https://www.iihf.com//en/events/2022/wm/gamecenter/statistics/27200/1-fra-vs-svk,https://www.iihf.com//en/events/2022/wm/gamecenter/playbyplay/27200/1-fra-vs-svk,,,,
