jersey_number,name,team,home,pos,g,a,p,pim,ts,+/-,tot,shf,avg,ts_1,tot_1,ts_2,tot_2,ts_3,tot_3,statistics_url,game_url,ts_4,tot_4
14,LASKOVA Dominika,CZE,True,D,1,0,1,0,5,1.0,20:57,26.0,0:48,2,6:30,1,8:11,2,6:16,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
16,MRAZOVA Katerina,CZE,True,F,0,1,1,4,4,1.0,18:45,21.0,0:53,1,6:45,2,6:44,1,5:16,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
18,PEJZLOVA Michaela,CZE,True,F,0,0,0,0,2,0.0,16:48,22.0,0:45,0,4:54,0,6:33,2,5:21,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
19,MLYNKOVA Natalie,CZE,True,F,0,0,0,0,2,1.0,17:27,25.0,0:41,1,6:24,1,6:18,0,4:45,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
24,CAJANOVA Sara,CZE,True,D,0,0,0,0,0,1.0,21:55,26.0,0:50,0,6:45,0,7:01,0,8:09,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
4,PEJSOVA Daniela,CZE,True,D,0,1,1,0,1,2.0,20:11,27.0,0:44,1,6:07,0,6:27,0,7:37,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
5,KOLOWRATOVA Samantha Ahn,CZE,True,D,0,0,0,0,0,1.0,20:09,26.0,0:46,0,6:57,0,6:56,0,6:16,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
10,KRIZOVA Denisa,CZE,True,F,0,0,0,0,2,0.0,16:09,22.0,0:44,0,4:54,0,6:00,2,5:15,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
21,VANISOVA Tereza,CZE,True,F,0,0,0,0,3,0.0,17:21,23.0,0:45,0,5:32,2,6:21,1,5:28,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
28,NEUBAUEROVA Noemi,CZE,True,F,0,0,0,0,3,0.0,16:27,23.0,0:42,0,6:03,3,5:39,0,4:45,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
9,MILLS Alena,CZE,True,F,3,1,4,0,5,1.0,15:45,28.0,0:33,2,6:27,0,5:07,3,4:11,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
12,HYMLAROVA Klara,CZE,True,F,0,1,1,0,0,1.0,16:13,27.0,0:36,0,5:35,0,5:34,0,5:04,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
17,HORALKOVA Pavlina,CZE,True,D,0,4,4,0,0,1.0,15:45,26.0,0:36,0,4:54,0,5:34,0,5:17,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
26,PRIBYLOVA Vendula,CZE,True,F,1,1,2,0,3,1.0,17:54,26.0,0:41,2,5:57,1,6:08,0,5:49,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
27,RADOVA Tereza,CZE,True,D,0,0,0,0,1,0.0,13:15,23.0,0:34,0,5:43,0,3:34,1,3:58,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
7,SERDAR Lenka,CZE,True,F,0,0,0,0,1,1.0,8:04,10.0,0:48,0,1:10,0,1:24,1,5:30,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
13,MAZANCOVA Tereza,CZE,True,F,0,1,1,0,0,1.0,6:40,9.0,0:44,0,0:52,0,1:11,0,4:37,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
25,PATKOVA Kristyna,CZE,True,F,1,0,1,0,2,2.0,9:56,18.0,0:33,0,1:17,0,3:42,2,4:57,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
29,PESLAROVA Klara,CZE,True,GK,0,0,0,0,0,,,,,0,,0,,0,,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
30,ZECHOVSKA Katerina,CZE,True,GK,0,0,0,0,0,,,,,0,,0,,0,,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
4,GLUD Silke,DEN,False,F,0,0,0,0,0,-2.0,18:23,24.0,0:45,0,7:08,0,5:02,0,6:13,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
8,PERSSON Josefine,DEN,False,F,1,0,1,0,1,-2.0,20:34,29.0,0:42,1,6:49,0,8:06,0,5:39,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
19,ASPERUP Josephine,DEN,False,D,0,0,0,0,0,-1.0,19:50,32.0,0:37,0,6:14,0,7:50,0,5:46,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
63,JAKOBSEN Josefine,DEN,False,F,0,1,1,2,1,-2.0,20:26,29.0,0:42,1,6:39,0,8:33,0,5:14,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
89,FRANDSEN Malene,DEN,False,D,0,0,0,6,0,-1.0,17:59,26.0,0:41,0,6:50,0,5:26,0,5:43,https://www.iihf.com//en/events/2021/ww/gamecenter/statistics/26641/1-cze-vs-den,https://www.iihf.com//en/events/2021/ww/gamecenter/playbyplay/26641/1-cze-vs-den,,
