jersey_number,name,team,home,pos,g,a,p,pim,ts,+/-,tot,shf,avg,ts_1,tot_1,ts_2,tot_2,ts_3,tot_3,statistics_url,game_url,ts_4,tot_4,ts_5,tot_5
2,SULIKOVA Laura,SVK,True,D,0,0,0,0,0,-2.0,0:00,0.0,0:00,0,0:00,0.0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wwia/gamecenter/statistics/6256/1-svk-vs-den,https://www.iihf.com//en/events/2019/wwia/gamecenter/playbyplay/6256/1-svk-vs-den,,,,
3,CUPKOVA Nicol,SVK,True,F,0,0,0,0,8,-1.0,0:00,0.0,0:00,5,0:00,1.0,0:00,2.0,0:00,https://www.iihf.com//en/events/2019/wwia/gamecenter/statistics/6256/1-svk-vs-den,https://www.iihf.com//en/events/2019/wwia/gamecenter/playbyplay/6256/1-svk-vs-den,,,,
10,HLINKOVA Janka,SVK,True,F,1,0,1,2,5,-1.0,0:00,0.0,0:00,1,0:00,2.0,0:00,2.0,0:00,https://www.iihf.com//en/events/2019/wwia/gamecenter/statistics/6256/1-svk-vs-den,https://www.iihf.com//en/events/2019/wwia/gamecenter/playbyplay/6256/1-svk-vs-den,,,,
11,IHNATOVA Viktoria,SVK,True,F,0,0,0,2,0,-1.0,0:00,0.0,0:00,0,0:00,0.0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wwia/gamecenter/statistics/6256/1-svk-vs-den,https://www.iihf.com//en/events/2019/wwia/gamecenter/playbyplay/6256/1-svk-vs-den,,,,
15,KOSECKA Romana,SVK,True,D,0,0,0,0,3,-2.0,0:00,0.0,0:00,0,0:00,2.0,0:00,1.0,0:00,https://www.iihf.com//en/events/2019/wwia/gamecenter/statistics/6256/1-svk-vs-den,https://www.iihf.com//en/events/2019/wwia/gamecenter/playbyplay/6256/1-svk-vs-den,,,,
4,KUCERKOVA Nina,SVK,True,D,0,0,0,0,3,0.0,0:00,0.0,0:00,1,0:00,0.0,0:00,2.0,0:00,https://www.iihf.com//en/events/2019/wwia/gamecenter/statistics/6256/1-svk-vs-den,https://www.iihf.com//en/events/2019/wwia/gamecenter/playbyplay/6256/1-svk-vs-den,,,,
12,HALUSKOVA Lucia,SVK,True,F,0,0,0,0,3,0.0,0:00,0.0,0:00,0,0:00,2.0,0:00,1.0,0:00,https://www.iihf.com//en/events/2019/wwia/gamecenter/statistics/6256/1-svk-vs-den,https://www.iihf.com//en/events/2019/wwia/gamecenter/playbyplay/6256/1-svk-vs-den,,,,
16,KORENKOVA Tatiana,SVK,True,F,0,0,0,0,2,0.0,0:00,0.0,0:00,1,0:00,0.0,0:00,1.0,0:00,https://www.iihf.com//en/events/2019/wwia/gamecenter/statistics/6256/1-svk-vs-den,https://www.iihf.com//en/events/2019/wwia/gamecenter/playbyplay/6256/1-svk-vs-den,,,,
23,DRABEKOVA Lucia,SVK,True,D,0,0,0,0,3,0.0,0:00,0.0,0:00,2,0:00,1.0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wwia/gamecenter/statistics/6256/1-svk-vs-den,https://www.iihf.com//en/events/2019/wwia/gamecenter/playbyplay/6256/1-svk-vs-den,,,,
24,TREBULOVA Radka,SVK,True,F,0,0,0,0,1,0.0,0:00,0.0,0:00,0,0:00,1.0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wwia/gamecenter/statistics/6256/1-svk-vs-den,https://www.iihf.com//en/events/2019/wwia/gamecenter/playbyplay/6256/1-svk-vs-den,,,,
5,CURMOVA Lenka,SVK,True,D,0,0,0,0,2,0.0,0:00,0.0,0:00,1,0:00,0.0,0:00,1.0,0:00,https://www.iihf.com//en/events/2019/wwia/gamecenter/statistics/6256/1-svk-vs-den,https://www.iihf.com//en/events/2019/wwia/gamecenter/playbyplay/6256/1-svk-vs-den,,,,
8,KLIMASOVA Iveta,SVK,True,F,0,0,0,0,1,0.0,0:00,0.0,0:00,1,0:00,0.0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wwia/gamecenter/statistics/6256/1-svk-vs-den,https://www.iihf.com//en/events/2019/wwia/gamecenter/playbyplay/6256/1-svk-vs-den,,,,
